"File","Line","Function","Case","TargetModes","Strings","Risk","RiskReasons","Evidence"
"src\aedit.c","735","aedit_parse","default","","","READ_OR_UNKNOWN","","    default:
      /* we should never get here */
      break;"
"src\cedit.c","813","cedit_parse","CEDIT_CONFIRM_SAVESTRING","","","READ_OR_UNKNOWN","","    case CEDIT_CONFIRM_SAVESTRING:
      switch (*arg) {"
"src\cedit.c","815","cedit_parse","'y'","","","READ_OR_UNKNOWN","","        case 'y':"
"src\cedit.c","816","cedit_parse","'Y'","","OLC: %s modifies the game configuration. | Game configuration saved to disk. | Game configuration saved to memory.","SAVE_PATH","disk/save operation","        case 'Y':
          cedit_save_internally(d);
          mudlog(CMP, MAX(LVL_BUILDER, GET_INVIS_LEV(d->character)), TRUE,
                 ""OLC: %s modifies the game configuration."", GET_NAME(d->character));
          cleanup_olc(d, CLEANUP_CONFIG);
	  if (CONFIG_AUTO_SAVE) {
	    cedit_save_to_disk();
	    write_to_output(d, ""Game configuration saved to disk.\r\n"");
	  } else
            write_to_output(d, ""Game configuration saved to memory.\r\n"");
          return;"
"src\cedit.c","827","cedit_parse","'n'","","","READ_OR_UNKNOWN","","        case 'n':"
"src\cedit.c","828","cedit_parse","'N'","","Game configuration not saved to memory.","READ_OR_UNKNOWN","","        case 'N':
          write_to_output(d, ""Game configuration not saved to memory.\r\n"");
          cleanup_olc(d, CLEANUP_CONFIG);
          return;"
"src\cedit.c","832","cedit_parse","default","","That is an invalid choice! | Do you wish to save your changes? :","READ_OR_UNKNOWN","","        default :
          write_to_output(d, ""\r\nThat is an invalid choice!\r\n"");
          write_to_output(d, ""Do you wish to save your changes? : "");
          return;"
"src\cedit.c","838","cedit_parse","CEDIT_MAIN_MENU","","","READ_OR_UNKNOWN","","    case CEDIT_MAIN_MENU:
      switch (*arg) {"
"src\cedit.c","840","cedit_parse","'g'","","","READ_OR_UNKNOWN","","        case 'g':"
"src\cedit.c","841","cedit_parse","'G'","CEDIT_GAME_OPTIONS_MENU","","MUTATING_REVIEW","OLC/object/flag mutation","        case 'G':
          cedit_disp_game_play_options(d);
          OLC_MODE(d) = CEDIT_GAME_OPTIONS_MENU;
          break;"
"src\cedit.c","846","cedit_parse","'c'","","","READ_OR_UNKNOWN","","        case 'c':"
"src\cedit.c","847","cedit_parse","'C'","CEDIT_CRASHSAVE_OPTIONS_MENU","","MUTATING_REVIEW","OLC/object/flag mutation","        case 'C':
          cedit_disp_crash_save_options(d);
          OLC_MODE(d) = CEDIT_CRASHSAVE_OPTIONS_MENU;
          break;"
"src\cedit.c","852","cedit_parse","'r'","","","READ_OR_UNKNOWN","","        case 'r':"
"src\cedit.c","853","cedit_parse","'R'","CEDIT_ROOM_NUMBERS_MENU","","MUTATING_REVIEW","OLC/object/flag mutation","        case 'R':
          cedit_disp_room_numbers(d);
          OLC_MODE(d) = CEDIT_ROOM_NUMBERS_MENU;
          break;"
"src\cedit.c","858","cedit_parse","'o'","","","READ_OR_UNKNOWN","","        case 'o':"
"src\cedit.c","859","cedit_parse","'O'","CEDIT_OPERATION_OPTIONS_MENU","","MUTATING_REVIEW","OLC/object/flag mutation","        case 'O':
          cedit_disp_operation_options(d);
          OLC_MODE(d) = CEDIT_OPERATION_OPTIONS_MENU;
          break;"
"src\cedit.c","864","cedit_parse","'a'","","","READ_OR_UNKNOWN","","        case 'a':"
"src\cedit.c","865","cedit_parse","'A'","CEDIT_AUTOWIZ_OPTIONS_MENU","","MUTATING_REVIEW","OLC/object/flag mutation","        case 'A':
          cedit_disp_autowiz_options(d);
          OLC_MODE(d) = CEDIT_AUTOWIZ_OPTIONS_MENU;
          break;"
"src\cedit.c","870","cedit_parse","'q'","","","READ_OR_UNKNOWN","","        case 'q':"
"src\cedit.c","871","cedit_parse","'Q'","CEDIT_CONFIRM_SAVESTRING","Do you wish to save your changes? :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'Q':
          write_to_output(d, ""Do you wish to save your changes? : "");
          OLC_MODE(d) = CEDIT_CONFIRM_SAVESTRING;
          break;"
"src\cedit.c","876","cedit_parse","default","","That is an invalid choice!","READ_OR_UNKNOWN","","        default:
          write_to_output(d, ""That is an invalid choice!\r\n"");
          cedit_disp_menu(d);
          break;"
"src\cedit.c","883","cedit_parse","CEDIT_GAME_OPTIONS_MENU","","","READ_OR_UNKNOWN","","    case CEDIT_GAME_OPTIONS_MENU:
      switch (*arg) {"
"src\cedit.c","885","cedit_parse","'a'","","","READ_OR_UNKNOWN","","        case 'a':"
"src\cedit.c","886","cedit_parse","'A'","","","READ_OR_UNKNOWN","","        case 'A':
          TOGGLE_VAR(OLC_CONFIG(d)->play.pk_allowed);
          break;"
"src\cedit.c","890","cedit_parse","'b'","","","READ_OR_UNKNOWN","","        case 'b':"
"src\cedit.c","891","cedit_parse","'B'","","","READ_OR_UNKNOWN","","        case 'B':
          TOGGLE_VAR(OLC_CONFIG(d)->play.pt_allowed);
          break;"
"src\cedit.c","895","cedit_parse","'c'","","","READ_OR_UNKNOWN","","        case 'c':"
"src\cedit.c","896","cedit_parse","'C'","CEDIT_LEVEL_CAN_SHOUT","Enter the minimum level a player must be to shout, gossip, etc :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'C':
          write_to_output(d, ""Enter the minimum level a player must be to shout, gossip, etc : "");
          OLC_MODE(d) = CEDIT_LEVEL_CAN_SHOUT;
          return;"
"src\cedit.c","901","cedit_parse","'d'","","","READ_OR_UNKNOWN","","        case 'd':"
"src\cedit.c","902","cedit_parse","'D'","CEDIT_HOLLER_MOVE_COST","Enter the amount it costs (in move points) to holler :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'D':
          write_to_output(d, ""Enter the amount it costs (in move points) to holler : "");
          OLC_MODE(d) = CEDIT_HOLLER_MOVE_COST;
          return;"
"src\cedit.c","907","cedit_parse","'e'","","","READ_OR_UNKNOWN","","        case 'e':"
"src\cedit.c","908","cedit_parse","'E'","CEDIT_TUNNEL_SIZE","Enter the maximum number of people allowed in a tunnel :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'E':
          write_to_output(d, ""Enter the maximum number of people allowed in a tunnel : "");
          OLC_MODE(d) = CEDIT_TUNNEL_SIZE;
          return;"
"src\cedit.c","913","cedit_parse","'f'","","","READ_OR_UNKNOWN","","        case 'f':"
"src\cedit.c","914","cedit_parse","'F'","CEDIT_MAX_EXP_GAIN","Enter the maximum gain of experience per kill for players :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'F':
          write_to_output(d, ""Enter the maximum gain of experience per kill for players : "");
          OLC_MODE(d) = CEDIT_MAX_EXP_GAIN;
          return;"
"src\cedit.c","919","cedit_parse","'g'","","","READ_OR_UNKNOWN","","        case 'g':"
"src\cedit.c","920","cedit_parse","'G'","CEDIT_MAX_EXP_LOSS","Enter the maximum loss of experience per death for players :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'G':
          write_to_output(d, ""Enter the maximum loss of experience per death for players : "");
          OLC_MODE(d) = CEDIT_MAX_EXP_LOSS;
          return;"
"src\cedit.c","925","cedit_parse","'h'","","","READ_OR_UNKNOWN","","        case 'h':"
"src\cedit.c","926","cedit_parse","'H'","CEDIT_MAX_NPC_CORPSE_TIME","Enter the number of tics before NPC corpses decompose :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'H':
          write_to_output(d, ""Enter the number of tics before NPC corpses decompose : "");
          OLC_MODE(d) = CEDIT_MAX_NPC_CORPSE_TIME;
          return;"
"src\cedit.c","931","cedit_parse","'i'","","","READ_OR_UNKNOWN","","        case 'i':"
"src\cedit.c","932","cedit_parse","'I'","CEDIT_MAX_PC_CORPSE_TIME","Enter the number of tics before PC corpses decompose :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'I':
          write_to_output(d, ""Enter the number of tics before PC corpses decompose : "");
          OLC_MODE(d) = CEDIT_MAX_PC_CORPSE_TIME;
          return;"
"src\cedit.c","937","cedit_parse","'j'","","","READ_OR_UNKNOWN","","        case 'j':"
"src\cedit.c","938","cedit_parse","'J'","CEDIT_IDLE_VOID","Enter the number of tics before PC's are sent to the void (idle) :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'J':
          write_to_output(d, ""Enter the number of tics before PC's are sent to the void (idle) : "");
          OLC_MODE(d) = CEDIT_IDLE_VOID;
          return;"
"src\cedit.c","943","cedit_parse","'k'","","","READ_OR_UNKNOWN","","        case 'k':"
"src\cedit.c","944","cedit_parse","'K'","CEDIT_IDLE_RENT_TIME","Enter the number of tics before PC's are automatically rented and forced to quit :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'K':
          write_to_output(d, ""Enter the number of tics before PC's are automatically rented and forced to quit : "");
          OLC_MODE(d) = CEDIT_IDLE_RENT_TIME;
          return;"
"src\cedit.c","949","cedit_parse","'l'","","","READ_OR_UNKNOWN","","        case 'l':"
"src\cedit.c","950","cedit_parse","'L'","CEDIT_IDLE_MAX_LEVEL","Enter the level a player must be to become immune to IDLE :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'L':
          write_to_output(d, ""Enter the level a player must be to become immune to IDLE : "");
          OLC_MODE(d) = CEDIT_IDLE_MAX_LEVEL;
          return;"
"src\cedit.c","955","cedit_parse","'m'","","","READ_OR_UNKNOWN","","        case 'm':"
"src\cedit.c","956","cedit_parse","'M'","","","READ_OR_UNKNOWN","","        case 'M':
          TOGGLE_VAR(OLC_CONFIG(d)->play.dts_are_dumps);
          break;"
"src\cedit.c","960","cedit_parse","'n'","","","READ_OR_UNKNOWN","","        case 'n':"
"src\cedit.c","961","cedit_parse","'N'","","","READ_OR_UNKNOWN","","        case 'N':
          TOGGLE_VAR(OLC_CONFIG(d)->play.load_into_inventory);
          break;"
"src\cedit.c","965","cedit_parse","'o'","","","READ_OR_UNKNOWN","","        case 'o':"
"src\cedit.c","966","cedit_parse","'O'","","","READ_OR_UNKNOWN","","        case 'O':
          TOGGLE_VAR(OLC_CONFIG(d)->play.track_through_doors);
          break;"
"src\cedit.c","970","cedit_parse","'p'","","","READ_OR_UNKNOWN","","        case 'p':"
"src\cedit.c","971","cedit_parse","'P'","","","READ_OR_UNKNOWN","","        case 'P':
          TOGGLE_VAR(OLC_CONFIG(d)->play.disp_closed_doors);
          break;"
"src\cedit.c","975","cedit_parse","'r'","","","READ_OR_UNKNOWN","","        case 'r':"
"src\cedit.c","976","cedit_parse","'R'","","","READ_OR_UNKNOWN","","        case 'R':
		  TOGGLE_VAR(OLC_CONFIG(d)->play.diagonal_dirs);
		  break;"
"src\cedit.c","980","cedit_parse","'s'","","","READ_OR_UNKNOWN","","		case 's':"
"src\cedit.c","981","cedit_parse","'S'","","","READ_OR_UNKNOWN","","		case 'S':
		  TOGGLE_VAR(OLC_CONFIG(d)->play.no_mort_to_immort);
          break;"
"src\cedit.c","985","cedit_parse","'1'","CEDIT_OK","Enter the OK message :","MUTATING_REVIEW","OLC/object/flag mutation","        case '1':
          write_to_output(d, ""Enter the OK message : "");
          OLC_MODE(d) = CEDIT_OK;
          return;"
"src\cedit.c","990","cedit_parse","'2'","CEDIT_HUH","Enter the HUH message :","MUTATING_REVIEW","OLC/object/flag mutation","        case '2':
          write_to_output(d, ""Enter the HUH message : "");
          OLC_MODE(d) = CEDIT_HUH;
          return;"
"src\cedit.c","995","cedit_parse","'3'","CEDIT_NOPERSON","Enter the NOPERSON message :","MUTATING_REVIEW","OLC/object/flag mutation","        case '3':
          write_to_output(d, ""Enter the NOPERSON message : "");
          OLC_MODE(d) = CEDIT_NOPERSON;
          return;"
"src\cedit.c","1000","cedit_parse","'4'","CEDIT_NOEFFECT","Enter the NOEFFECT message :","MUTATING_REVIEW","OLC/object/flag mutation","        case '4':
          write_to_output(d, ""Enter the NOEFFECT message : "");
          OLC_MODE(d) = CEDIT_NOEFFECT;
          return;"
"src\cedit.c","1005","cedit_parse","'5'","CEDIT_MAP_OPTION","1) Disable maps | 2) Enable Maps | 3) Maps for Immortals only | Enter choice:","MUTATING_REVIEW","OLC/object/flag mutation","        case '5':
          write_to_output(d, ""1) Disable maps\r\n"");
          write_to_output(d, ""2) Enable Maps\r\n"");
          write_to_output(d, ""3) Maps for Immortals only\r\n"");
          write_to_output(d, ""Enter choice: "");
          OLC_MODE(d) = CEDIT_MAP_OPTION;
          return;"
"src\cedit.c","1013","cedit_parse","'6'","CEDIT_MAP_SIZE","Enter default map size (1-12) :","MUTATING_REVIEW","OLC/object/flag mutation","        case '6':
          write_to_output(d, ""Enter default map size (1-12) : "");
          OLC_MODE(d) = CEDIT_MAP_SIZE;
          return;"
"src\cedit.c","1018","cedit_parse","'7'","CEDIT_MINIMAP_SIZE","Enter default mini-map size (1-12) :","MUTATING_REVIEW","OLC/object/flag mutation","        case '7':
          write_to_output(d, ""Enter default mini-map size (1-12) : "");
          OLC_MODE(d) = CEDIT_MINIMAP_SIZE;
          return;"
"src\cedit.c","1022","cedit_parse","'8'","","","READ_OR_UNKNOWN","","        case '8':
          TOGGLE_VAR(OLC_CONFIG(d)->play.script_players);
          break;"
"src\cedit.c","1026","cedit_parse","'q'","","","READ_OR_UNKNOWN","","        case 'q':"
"src\cedit.c","1027","cedit_parse","'Q'","","","READ_OR_UNKNOWN","","        case 'Q':
          cedit_disp_menu(d);
          return;"
"src\cedit.c","1031","cedit_parse","default","","That is an invalid choice!","READ_OR_UNKNOWN","","        default:
          write_to_output(d, ""\r\nThat is an invalid choice!\r\n"");
          cedit_disp_game_play_options(d);
      }

      cedit_disp_game_play_options(d);
      return;"
"src\cedit.c","1039","cedit_parse","CEDIT_CRASHSAVE_OPTIONS_MENU","","","READ_OR_UNKNOWN","","    case CEDIT_CRASHSAVE_OPTIONS_MENU:
      switch (*arg) {"
"src\cedit.c","1041","cedit_parse","'a'","","","READ_OR_UNKNOWN","","        case 'a':"
"src\cedit.c","1042","cedit_parse","'A'","","","READ_OR_UNKNOWN","","        case 'A':
          TOGGLE_VAR(OLC_CONFIG(d)->csd.free_rent);
          break;"
"src\cedit.c","1046","cedit_parse","'b'","","","READ_OR_UNKNOWN","","        case 'b':"
"src\cedit.c","1047","cedit_parse","'B'","CEDIT_MAX_OBJ_SAVE","Enter the maximum number of items players can rent :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'B':
          write_to_output(d, ""Enter the maximum number of items players can rent : "");
          OLC_MODE(d) = CEDIT_MAX_OBJ_SAVE;
          return;"
"src\cedit.c","1052","cedit_parse","'c'","","","READ_OR_UNKNOWN","","        case 'c':"
"src\cedit.c","1053","cedit_parse","'C'","CEDIT_MIN_RENT_COST","Enter the surcharge on top of item costs :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'C':
          write_to_output(d, ""Enter the surcharge on top of item costs : "");
          OLC_MODE(d) = CEDIT_MIN_RENT_COST;
          return;"
"src\cedit.c","1058","cedit_parse","'d'","","","READ_OR_UNKNOWN","","        case 'd':"
"src\cedit.c","1059","cedit_parse","'D'","","","READ_OR_UNKNOWN","","        case 'D':
          TOGGLE_VAR(OLC_CONFIG(d)->csd.auto_save);
          break;"
"src\cedit.c","1063","cedit_parse","'e'","","","READ_OR_UNKNOWN","","        case 'e':"
"src\cedit.c","1064","cedit_parse","'E'","CEDIT_AUTOSAVE_TIME","Enter how often (in minutes) should the MUD save players :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'E':
          write_to_output(d, ""Enter how often (in minutes) should the MUD save players : "");
          OLC_MODE(d) = CEDIT_AUTOSAVE_TIME;
          return;"
"src\cedit.c","1069","cedit_parse","'f'","","","READ_OR_UNKNOWN","","        case 'f':"
"src\cedit.c","1070","cedit_parse","'F'","CEDIT_CRASH_FILE_TIMEOUT","Enter the lifetime of crash and idlesave files (days) :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'F':
          write_to_output(d, ""Enter the lifetime of crash and idlesave files (days) : "");
          OLC_MODE(d) = CEDIT_CRASH_FILE_TIMEOUT;
          return;"
"src\cedit.c","1075","cedit_parse","'g'","","","READ_OR_UNKNOWN","","        case 'g':"
"src\cedit.c","1076","cedit_parse","'G'","CEDIT_RENT_FILE_TIMEOUT","Enter the lifetime of normal rent files (days) :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'G':
          write_to_output(d, ""Enter the lifetime of normal rent files (days) : "");
          OLC_MODE(d) = CEDIT_RENT_FILE_TIMEOUT;
          return;"
"src\cedit.c","1081","cedit_parse","'q'","","","READ_OR_UNKNOWN","","        case 'q':"
"src\cedit.c","1082","cedit_parse","'Q'","","","READ_OR_UNKNOWN","","        case 'Q':
          cedit_disp_menu(d);
          return;"
"src\cedit.c","1086","cedit_parse","default","","That is an invalid choice!","READ_OR_UNKNOWN","","        default:
          write_to_output(d, ""\r\nThat is an invalid choice!\r\n"");
        }

        cedit_disp_crash_save_options(d);
        return;"
"src\cedit.c","1093","cedit_parse","CEDIT_ROOM_NUMBERS_MENU","","","READ_OR_UNKNOWN","","    case CEDIT_ROOM_NUMBERS_MENU:
      switch (*arg) {"
"src\cedit.c","1095","cedit_parse","'a'","","","READ_OR_UNKNOWN","","        case 'a':"
"src\cedit.c","1096","cedit_parse","'A'","CEDIT_MORTAL_START_ROOM","Enter the room's vnum where mortals should load into :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'A':
          write_to_output(d, ""Enter the room's vnum where mortals should load into : "");
          OLC_MODE(d) = CEDIT_MORTAL_START_ROOM;
          return;"
"src\cedit.c","1101","cedit_parse","'b'","","","READ_OR_UNKNOWN","","        case 'b':"
"src\cedit.c","1102","cedit_parse","'B'","CEDIT_IMMORT_START_ROOM","Enter the room's vnum where immortals should load into :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'B':
          write_to_output(d, ""Enter the room's vnum where immortals should load into : "");
          OLC_MODE(d) = CEDIT_IMMORT_START_ROOM;
          return;"
"src\cedit.c","1107","cedit_parse","'c'","","","READ_OR_UNKNOWN","","        case 'c':"
"src\cedit.c","1108","cedit_parse","'C'","CEDIT_FROZEN_START_ROOM","Enter the room's vnum where frozen people should load into :","MUTATING_REVIEW","OLC/object/flag mutation","        case 'C':
        write_to_output(d, ""Enter the room's vnum where frozen people should load into : "");
        OLC_MODE(d) = CEDIT_FROZEN_START_ROOM;
        return;"
"src\cedit.c","1113","cedit_parse","'1'","CEDIT_DONATION_ROOM_1","Enter the vnum for donation room #1 :","MUTATING_REVIEW","OLC/object/flag mutation","      case '1':
        write_to_output(d, ""Enter the vnum for donation room #1 : "");
        OLC_MODE(d) = CEDIT_DONATION_ROOM_1;
        return;"
"src\cedit.c","1118","cedit_parse","'2'","CEDIT_DONATION_ROOM_2","Enter the vnum for donation room #2 :","MUTATING_REVIEW","OLC/object/flag mutation","      case '2':
        write_to_output(d, ""Enter the vnum for donation room #2 : "");
        OLC_MODE(d) = CEDIT_DONATION_ROOM_2;
        return;"
"src\cedit.c","1123","cedit_parse","'3'","CEDIT_DONATION_ROOM_3","Enter the vnum for donation room #3 :","MUTATING_REVIEW","OLC/object/flag mutation","      case '3':
        write_to_output(d, ""Enter the vnum for donation room #3 : "");
        OLC_MODE(d) = CEDIT_DONATION_ROOM_3;
        return;"
"src\cedit.c","1128","cedit_parse","'q'","","","READ_OR_UNKNOWN","","      case 'q':"
"src\cedit.c","1129","cedit_parse","'Q'","","","READ_OR_UNKNOWN","","      case 'Q':
        cedit_disp_menu(d);
        return;"
"src\cedit.c","1133","cedit_parse","default","","That is an invalid choice!","READ_OR_UNKNOWN","","      default:
        write_to_output(d, ""\r\nThat is an invalid choice!\r\n"");
    }

    cedit_disp_room_numbers(d);
    return;"
"src\cedit.c","1140","cedit_parse","CEDIT_OPERATION_OPTIONS_MENU","","","READ_OR_UNKNOWN","","     case CEDIT_OPERATION_OPTIONS_MENU:
       switch (*arg) {"
"src\cedit.c","1142","cedit_parse","'a'","","","READ_OR_UNKNOWN","","         case 'a':"
"src\cedit.c","1143","cedit_parse","'A'","CEDIT_DFLT_PORT","Enter the default port number :","MUTATING_REVIEW","OLC/object/flag mutation","         case 'A':
           write_to_output(d, ""Enter the default port number : "");
           OLC_MODE(d) = CEDIT_DFLT_PORT;
           return;"
"src\cedit.c","1148","cedit_parse","'b'","","","READ_OR_UNKNOWN","","         case 'b':"
"src\cedit.c","1149","cedit_parse","'B'","CEDIT_DFLT_IP","Enter the default IP Address :","MUTATING_REVIEW","OLC/object/flag mutation","         case 'B':
           write_to_output(d, ""Enter the default IP Address : "");
           OLC_MODE(d) = CEDIT_DFLT_IP;
           return;"
"src\cedit.c","1154","cedit_parse","'c'","","","READ_OR_UNKNOWN","","         case 'c':"
"src\cedit.c","1155","cedit_parse","'C'","CEDIT_DFLT_DIR","Enter the default directory :","MUTATING_REVIEW","OLC/object/flag mutation","         case 'C':
           write_to_output(d, ""Enter the default directory : "");
           OLC_MODE(d) = CEDIT_DFLT_DIR;
           return;"
"src\cedit.c","1160","cedit_parse","'d'","","","READ_OR_UNKNOWN","","         case 'd':"
"src\cedit.c","1161","cedit_parse","'D'","CEDIT_LOGNAME","Enter the name of the logfile :","MUTATING_REVIEW","OLC/object/flag mutation","         case 'D':
           write_to_output(d, ""Enter the name of the logfile : "");
           OLC_MODE(d) = CEDIT_LOGNAME;
           return;"
"src\cedit.c","1166","cedit_parse","'e'","","","READ_OR_UNKNOWN","","         case 'e':"
"src\cedit.c","1167","cedit_parse","'E'","CEDIT_MAX_PLAYING","Enter the maximum number of players :","MUTATING_REVIEW","OLC/object/flag mutation","         case 'E':
           write_to_output(d, ""Enter the maximum number of players : "");
           OLC_MODE(d) = CEDIT_MAX_PLAYING;
           return;"
"src\cedit.c","1172","cedit_parse","'f'","","","READ_OR_UNKNOWN","","         case 'f':"
"src\cedit.c","1173","cedit_parse","'F'","CEDIT_MAX_FILESIZE","Enter the maximum size of the logs :","MUTATING_REVIEW","OLC/object/flag mutation","         case 'F':
           write_to_output(d, ""Enter the maximum size of the logs : "");
           OLC_MODE(d) = CEDIT_MAX_FILESIZE;
           return;"
"src\cedit.c","1178","cedit_parse","'g'","","","READ_OR_UNKNOWN","","         case 'g':"
"src\cedit.c","1179","cedit_parse","'G'","CEDIT_MAX_BAD_PWS","Enter the maximum number of password attempts :","MUTATING_REVIEW","OLC/object/flag mutation","         case 'G':
           write_to_output(d, ""Enter the maximum number of password attempts : "");
           OLC_MODE(d) = CEDIT_MAX_BAD_PWS;
           return;"
"src\cedit.c","1184","cedit_parse","'h'","","","READ_OR_UNKNOWN","","         case 'h':"
"src\cedit.c","1185","cedit_parse","'H'","","","READ_OR_UNKNOWN","","         case 'H':
           TOGGLE_VAR(OLC_CONFIG(d)->operation.siteok_everyone);
           break;"
"src\cedit.c","1189","cedit_parse","'i'","","","READ_OR_UNKNOWN","","         case 'i':"
"src\cedit.c","1190","cedit_parse","'I'","","","READ_OR_UNKNOWN","","         case 'I':
           TOGGLE_VAR(OLC_CONFIG(d)->operation.nameserver_is_slow);
           break;"
"src\cedit.c","1194","cedit_parse","'j'","","","READ_OR_UNKNOWN","","         case 'j':"
"src\cedit.c","1195","cedit_parse","'J'","","Please note that using the stock social file will disable AEDIT.","READ_OR_UNKNOWN","","         case 'J':
           TOGGLE_VAR(OLC_CONFIG(d)->operation.use_new_socials);
           send_to_char(d->character,
              ""Please note that using the stock social file will disable AEDIT.\r\n"");
           break;"
"src\cedit.c","1201","cedit_parse","'k'","","","READ_OR_UNKNOWN","","         case 'k':"
"src\cedit.c","1202","cedit_parse","'K'","","","READ_OR_UNKNOWN","","         case 'K':
           TOGGLE_VAR(OLC_CONFIG(d)->operation.auto_save_olc);
           break;"
"src\cedit.c","1206","cedit_parse","'l'","","","READ_OR_UNKNOWN","","         case 'l':"
"src\cedit.c","1207","cedit_parse","'L'","CEDIT_MENU","Enter the new MENU : | %s","MUTATING_REVIEW","OLC/object/flag mutation | multiline editor entry","         case 'L':
           OLC_MODE(d) = CEDIT_MENU;
           clear_screen(d);
           send_editor_help(d);
           write_to_output(d, ""Enter the new MENU :\r\n\r\n"");

           if (OLC_CONFIG(d)->operation.MENU) {
             write_to_output(d, ""%s"", OLC_CONFIG(d)->operation.MENU);
             oldtext = strdup(OLC_CONFIG(d)->operation.MENU);
           }

           string_write(d, &OLC_CONFIG(d)->operation.MENU, MAX_INPUT_LENGTH, 0, oldtext);
           return;"
"src\cedit.c","1221","cedit_parse","'m'","","","READ_OR_UNKNOWN","","         case 'm':"
"src\cedit.c","1222","cedit_parse","'M'","CEDIT_WELC_MESSG","Enter the new welcome message : | %s","MUTATING_REVIEW","OLC/object/flag mutation | multiline editor entry","         case 'M':
           OLC_MODE(d) = CEDIT_WELC_MESSG;
           clear_screen(d);
           send_editor_help(d);
           write_to_output(d, ""Enter the new welcome message :\r\n\r\n"");

           if (OLC_CONFIG(d)->operation.WELC_MESSG) {
             write_to_output(d, ""%s"", OLC_CONFIG(d)->operation.WELC_MESSG);
             oldtext = str_udup(OLC_CONFIG(d)->operation.WELC_MESSG);
           }

           string_write(d, &OLC_CONFIG(d)->operation.WELC_MESSG, MAX_INPUT_LENGTH, 0, oldtext);
           return;"
"src\cedit.c","1236","cedit_parse","'n'","","","READ_OR_UNKNOWN","","         case 'n':"
"src\cedit.c","1237","cedit_parse","'N'","CEDIT_START_MESSG","Enter the new newbie start message : | %s","MUTATING_REVIEW","OLC/object/flag mutation | multiline editor entry","         case 'N':
           OLC_MODE(d) = CEDIT_START_MESSG;
           clear_screen(d);
           send_editor_help(d);
           write_to_output(d, ""Enter the new newbie start message :\r\n\r\n"");

           if (OLC_CONFIG(d)->operation.START_MESSG) {
             write_to_output(d, ""%s"", OLC_CONFIG(d)->operation.START_MESSG);
             oldtext = strdup(OLC_CONFIG(d)->operation.START_MESSG);
           }

           string_write(d, &OLC_CONFIG(d)->operation.START_MESSG, MAX_INPUT_LENGTH, 0, oldtext);
           return;"
"src\cedit.c","1251","cedit_parse","'o'","","","READ_OR_UNKNOWN","","         case 'o':"
"src\cedit.c","1252","cedit_parse","'O'","","","READ_OR_UNKNOWN","","         case 'O':
           TOGGLE_VAR(OLC_CONFIG(d)->operation.medit_advanced);
           break;"
"src\cedit.c","1256","cedit_parse","'p'","","","READ_OR_UNKNOWN","","         case 'p':"
"src\cedit.c","1257","cedit_parse","'P'","","","READ_OR_UNKNOWN","","         case 'P':
           TOGGLE_VAR(OLC_CONFIG(d)->operation.ibt_autosave);
           break;"
"src\cedit.c","1261","cedit_parse","'r'","","","READ_OR_UNKNOWN","","         case 'r':"
"src\cedit.c","1262","cedit_parse","'R'","","","READ_OR_UNKNOWN","","         case 'R':
           TOGGLE_VAR(OLC_CONFIG(d)->operation.protocol_negotiation);
           break;"
"src\cedit.c","1266","cedit_parse","'s'","","","READ_OR_UNKNOWN","","         case 's':"
"src\cedit.c","1267","cedit_parse","'S'","","","READ_OR_UNKNOWN","","         case 'S':
           TOGGLE_VAR(OLC_CONFIG(d)->operation.special_in_comm);
           break;"
"src\cedit.c","1271","cedit_parse","'t'","","","READ_OR_UNKNOWN","","         case 't':"
"src\cedit.c","1272","cedit_parse","'T'","CEDIT_DEBUG_MODE","Enter the current debug level (0: Off, 1: Brief, 2: Normal, 3: Complete) :","MUTATING_REVIEW","OLC/object/flag mutation","         case 'T':
           write_to_output(d, ""Enter the current debug level (0: Off, 1: Brief, 2: Normal, 3: Complete) : "");
           OLC_MODE(d) = CEDIT_DEBUG_MODE;
           return;"
"src\cedit.c","1277","cedit_parse","'q'","","","READ_OR_UNKNOWN","","         case 'q':"
"src\cedit.c","1278","cedit_parse","'Q'","","","READ_OR_UNKNOWN","","         case 'Q':
           cedit_disp_menu(d);
           return;"
"src\cedit.c","1282","cedit_parse","default","","That is an invalid choice!","READ_OR_UNKNOWN","","         default:
           write_to_output(d, ""\r\nThat is an invalid choice!\r\n"");
      }

   cedit_disp_operation_options(d);
   return;"
