"File","Line","Function","OutputFunction","Text","LikelyPrompt","ContainsCRLF","EndsWithNewline","Risk","Evidence"
"src\act.informative.c","1819","parse_bounty_amount","snprintf","%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n","False","True","True","READ_OR_UNKNOWN","  1819:   len += snprintf(buf + len, sizeof(buf) - len,
  1820:     ""%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n"", B, R);
  1821: 
  1822:   /* Name and Title */"
"src\act.informative.c","1823","parse_bounty_amount","snprintf","%sName:%s %-22s  %sTitle:%s %s","True","False","False","READ_OR_UNKNOWN","  1823:   snprintf(line, sizeof(line),
  1824:     ""%sName:%s %-22s  %sTitle:%s %s"",
  1825:     C, R, GET_NAME(ch),
  1826:     C, R, GET_TITLE(ch));"
"src\act.informative.c","1830","parse_bounty_amount","snprintf","%sRace:%s %-22s  %sClass:%s %s","False","False","False","READ_OR_UNKNOWN","  1830:   snprintf(line, sizeof(line),
  1831:     ""%sRace:%s %-22s  %sClass:%s %s"",
  1832:     C, R, pc_race_types[GET_RACE(ch)],
  1833:     C, R, score_class_name(ch));"
"src\act.informative.c","1840","parse_bounty_amount","snprintf","%d year%s olds","False","False","False","READ_OR_UNKNOWN","  1840:     snprintf(age_text, sizeof(age_text), ""%d year%s old"", GET_AGE(ch), (GET_AGE(ch) == 1 ? """" : ""s""));
  1841:     snprintf(line, sizeof(line),
  1842:       ""%sLevel:%s %-21d  %sAge:%s %s"",
  1843:       C, R, GET_LEVEL(ch),"
"src\act.informative.c","1841","parse_bounty_amount","snprintf","%sLevel:%s %-21d  %sAge:%s %s","True","False","False","READ_OR_UNKNOWN","  1841:     snprintf(line, sizeof(line),
  1842:       ""%sLevel:%s %-21d  %sAge:%s %s"",
  1843:       C, R, GET_LEVEL(ch),
  1844:       C, R, age_text);"
"src\act.informative.c","1850","parse_bounty_amount","snprintf","%s*** It's your birthday today! ***%s","False","False","False","READ_OR_UNKNOWN","  1850:     snprintf(line, sizeof(line), ""%s*** It's your birthday today! ***%s"", Y, R);
  1851:     len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  1852:   }
  1853: "
"src\act.informative.c","1855","parse_bounty_amount","snprintf","%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n","False","True","True","READ_OR_UNKNOWN","  1855:   len += snprintf(buf + len, sizeof(buf) - len,
  1856:     ""%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n"", B, R);
  1857: 
  1858:   /* HP, Mana, Move, Alignment */"
"src\act.informative.c","1859","parse_bounty_amount","snprintf","%sHP:%s %d/%d  %sMana:%s %d/%d  %sMove:%s %d/%d  %sAlignment:%s %d","False","False","False","READ_OR_UNKNOWN","  1859:   snprintf(line, sizeof(line),
  1860:     ""%sHP:%s %d/%d  %sMana:%s %d/%d  %sMove:%s %d/%d  %sAlignment:%s %d"",
  1861:     C, R, GET_HIT(ch), GET_MAX_HIT(ch),
  1862:     C, R, GET_MANA(ch), effective_max_mana(ch),"
"src\act.informative.c","1884","parse_bounty_amount","snprintf","%sHP:%s %d/%d  %sMana:%s %d/%d  %sMove:%s %d/%d  ","False","False","False","READ_OR_UNKNOWN","  1884:     snprintf(resource_prefix, sizeof(resource_prefix),
  1885:       ""%sHP:%s %d/%d  %sMana:%s %d/%d  %sMove:%s %d/%d  "",
  1886:       C, R, GET_HIT(ch), GET_MAX_HIT(ch),
  1887:       C, R, GET_MANA(ch), effective_max_mana(ch),"
"src\act.informative.c","1891","parse_bounty_amount","snprintf","%sExp:%s %d","False","False","False","READ_OR_UNKNOWN","  1891:     snprintf(exp_part, sizeof(exp_part), ""%sExp:%s %d"", C, R, GET_EXP(ch));
  1892:     snprintf(tnl_part, sizeof(tnl_part), ""%sTNL:%s %d"", C, R, next_need);
  1893:     spacer = alignment_col - (int)visible_strlen_mud(exp_part);
  1894:     if (spacer < 2)"
"src\act.informative.c","1892","parse_bounty_amount","snprintf","%sTNL:%s %d","False","False","False","READ_OR_UNKNOWN","  1892:     snprintf(tnl_part, sizeof(tnl_part), ""%sTNL:%s %d"", C, R, next_need);
  1893:     spacer = alignment_col - (int)visible_strlen_mud(exp_part);
  1894:     if (spacer < 2)
  1895:       spacer = 2;"
"src\act.informative.c","1896","parse_bounty_amount","snprintf","%s%*s%s","False","False","False","READ_OR_UNKNOWN","  1896:     snprintf(line, sizeof(line), ""%s%*s%s"", exp_part, spacer, """", tnl_part);
  1897:   }
  1898:   len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  1899: "
"src\act.informative.c","1907","parse_bounty_amount","snprintf","%sCarry Capacity:%s %d / %d  (%s)","False","False","False","READ_OR_UNKNOWN","  1907:     snprintf(line, sizeof(line), ""%sCarry Capacity:%s %d / %d  (%s)"", C, R, cur, cap, encumbrance_text(ch));
  1908:     len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  1909:   }
  1910: "
"src\act.informative.c","1912","parse_bounty_amount","snprintf","%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n","False","True","True","READ_OR_UNKNOWN","  1912:   len += snprintf(buf + len, sizeof(buf) - len,
  1913:     ""%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n"", B, R);
  1914: 
  1915:   /* Combat Stats */"
"src\act.informative.c","1948","parse_bounty_amount","snprintf","%sBase Stats:%s  Str %d (%+d)  Dex %d (%+d)  Con %d (%+d)","False","False","False","READ_OR_UNKNOWN","  1948:     snprintf(line, sizeof(line),
  1949:       ""%sBase Stats:%s  Str %d (%+d)  Dex %d (%+d)  Con %d (%+d)"",
  1950:       C, R,
  1951:       b_str, m_str,"
"src\act.informative.c","1956","parse_bounty_amount","snprintf","%s           %s  Int %d (%+d)  Wis %d (%+d)  Cha %d (%+d)","False","False","False","READ_OR_UNKNOWN","  1956:     snprintf(line, sizeof(line),
  1957:       ""%s           %s  Int %d (%+d)  Wis %d (%+d)  Cha %d (%+d)"",
  1958:       C, R,
  1959:       b_int, m_int,"
"src\act.informative.c","1965","parse_bounty_amount","snprintf","%sArmor:%s %-8d   %sEvasion:%s %-5d   %sSpell Saves:%s %-6d","True","False","False","READ_OR_UNKNOWN","  1965:     snprintf(line, sizeof(line),
  1966:       ""%sArmor:%s %-8d   %sEvasion:%s %-5d   %sSpell Saves:%s %-6d"",
  1967:       C, R, shown_armor,
  1968:       C, R, shown_evasion,"
"src\act.informative.c","1973","parse_bounty_amount","snprintf","%sOffense:%s  Hitroll %+d  Damroll %+d  Accuracy: %d%%","False","False","False","READ_OR_UNKNOWN","  1973:     snprintf(line, sizeof(line),
  1974:       ""%sOffense:%s  Hitroll %+d  Damroll %+d  Accuracy: %d%%"",
  1975:       C, R,
  1976:       GET_HITROLL(ch), GET_DAMROLL(ch), accuracy_pct);"
"src\act.informative.c","1986","parse_bounty_amount","snprintf","%sUnarmed:%s %dd%d + %d  Skill %d%%  (Avg ~%d.%02d before other bonuses)","False","False","False","READ_OR_UNKNOWN","  1986:       snprintf(line, sizeof(line),
  1987:         ""%sUnarmed:%s %dd%d + %d  Skill %d%%  (Avg ~%d.%02d before other bonuses)"",
  1988:         C, R, unarmed_num, unarmed_size, unarmed_level_bonus, unarmed_skill,
  1989:         unarmed_avg_x100 / 100, unarmed_avg_x100 % 100);"
"src\act.informative.c","1995","parse_bounty_amount","snprintf","%sCritical hit:%s %d   %sCritical Spell:%s %d   %sCritical Heal:%s %d","False","False","False","READ_OR_UNKNOWN","  1995:   snprintf(line, sizeof(line),
  1996:            ""%sCritical hit:%s %d   %sCritical Spell:%s %d   %sCritical Heal:%s %d"",
  1997:            C, R, crit_total_melee(ch),
  1998:            C, R, crit_total_spell(ch),"
"src\act.informative.c","2002","parse_bounty_amount","snprintf","%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n","False","True","True","READ_OR_UNKNOWN","  2002:   len += snprintf(buf + len, sizeof(buf) - len,
  2003:     ""%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n"", B, R);
  2004: 
  2005: "
"src\act.informative.c","2007","parse_bounty_amount","snprintf","%sCurrencies%s","False","False","False","READ_OR_UNKNOWN","  2007:   snprintf(line, sizeof(line), ""%sCurrencies%s"", Y, R);
  2008:   len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2009: 
  2010:   snprintf(line, sizeof(line),"
"src\act.informative.c","2010","parse_bounty_amount","snprintf","%sGold:%s %8lld   %sDiamonds:%s %6d   %sGlory:%s %6d   %sBank:%s %8lld","False","False","False","READ_OR_UNKNOWN","  2010:   snprintf(line, sizeof(line),
  2011:     ""%sGold:%s %8lld   %sDiamonds:%s %6d   %sGlory:%s %6d   %sBank:%s %8lld"",
  2012:     C, R, (long long)GET_GOLD(ch),
  2013:     C, R, GET_DIAMONDS(ch),"
"src\act.informative.c","2019","parse_bounty_amount","snprintf","%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n","False","True","True","READ_OR_UNKNOWN","  2019:   len += snprintf(buf + len, sizeof(buf) - len,
  2020:     ""%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n"", B, R);
  2021: 
  2022:   /* Quest Information */"
"src\act.informative.c","2028","parse_bounty_amount","snprintf","%sQuests completed:%s %d","True","False","False","READ_OR_UNKNOWN","  2028:     snprintf(left_part, sizeof(left_part), ""%sQuests completed:%s %d"", C, R, GET_NUM_QUESTS(ch));
  2029:     snprintf(right_part, sizeof(right_part), ""%sQuest Points:%s %d"", M, R, GET_QUESTPOINTS(ch));
  2030:     spacer = (int)W - (int)visible_strlen_mud(left_part) - (int)visible_strlen_mud(right_part);
  2031:     if (spacer < 2)"
"src\act.informative.c","2029","parse_bounty_amount","snprintf","%sQuest Points:%s %d","True","False","False","READ_OR_UNKNOWN","  2029:     snprintf(right_part, sizeof(right_part), ""%sQuest Points:%s %d"", M, R, GET_QUESTPOINTS(ch));
  2030:     spacer = (int)W - (int)visible_strlen_mud(left_part) - (int)visible_strlen_mud(right_part);
  2031:     if (spacer < 2)
  2032:       spacer = 2;"
"src\act.informative.c","2033","parse_bounty_amount","snprintf","%s%*s%s","False","False","False","READ_OR_UNKNOWN","  2033:     snprintf(line, sizeof(line), ""%s%*s%s"", left_part, spacer, """", right_part);
  2034:   }
  2035:   len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2036: "
"src\act.informative.c","2038","parse_bounty_amount","snprintf","%sCurrent quest:%s %s","True","False","False","READ_OR_UNKNOWN","  2038:     snprintf(line, sizeof(line), ""%sCurrent quest:%s %s"",
  2039:       Y, R, QST_NAME(real_quest(GET_QUEST(ch))));
  2040:     len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2041: "
"src\act.informative.c","2043","parse_bounty_amount","snprintf","%s[Quest VNUM: %d]%s","True","False","False","READ_OR_UNKNOWN","  2043:       snprintf(line, sizeof(line), ""%s[Quest VNUM: %d]%s"",
  2044:         W_CLR, GET_QUEST(ch), R);
  2045:       len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2046:     }"
"src\act.informative.c","2048","parse_bounty_amount","snprintf","%sNot currently on a quest.%s","True","False","False","READ_OR_UNKNOWN","  2048:     snprintf(line, sizeof(line), ""%sNot currently on a quest.%s"", RED, R);
  2049:     len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2050:   }
  2051: "
"src\act.informative.c","2053","parse_bounty_amount","snprintf","%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n","False","True","True","READ_OR_UNKNOWN","  2053:   len += snprintf(buf + len, sizeof(buf) - len,
  2054:     ""%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n"", B, R);
  2055: 
  2056:   /* Play Time */"
"src\act.informative.c","2058","parse_bounty_amount","snprintf","%sPlay time:%s %d day%s, %d hour%sss","False","False","False","READ_OR_UNKNOWN","  2058:   snprintf(line, sizeof(line), ""%sPlay time:%s %d day%s, %d hour%s"",
  2059:     C, R, playing_time.day, (playing_time.day == 1 ? """" : ""s""),
  2060:     playing_time.hours, (playing_time.hours == 1 ? """" : ""s""));
  2061:   len = append_box_line(buf, len, sizeof(buf), B, R, line, W);"
"src\act.informative.c","2101","parse_bounty_amount","snprintf","%sStatus:%s %sFighting %s%s   %sHunger:%s %s   %sThirst:%s %s","False","False","False","READ_OR_UNKNOWN","  2101:         snprintf(line, sizeof(line), ""%sStatus:%s %sFighting %s%s   %sHunger:%s %s   %sThirst:%s %s"",
  2102:           C, R, RED, status_text, R,
  2103:           C, R, score_cond_label(GET_COND(ch, HUNGER)),
  2104:           C, R, score_cond_label(GET_COND(ch, THIRST)));"
"src\act.informative.c","2106","parse_bounty_amount","snprintf","%sStatus:%s %s%s%s   %sHunger:%s %s   %sThirst:%s %s","False","False","False","READ_OR_UNKNOWN","  2106:         snprintf(line, sizeof(line), ""%sStatus:%s %s%s%s   %sHunger:%s %s   %sThirst:%s %s"",
  2107:           C, R, RED, status_text, R,
  2108:           C, R, score_cond_label(GET_COND(ch, HUNGER)),
  2109:           C, R, score_cond_label(GET_COND(ch, THIRST)));"
"src\act.informative.c","2111","parse_bounty_amount","snprintf","%sStatus:%s %s%s%s   %sHunger:%s %s   %sThirst:%s %s","False","False","False","READ_OR_UNKNOWN","  2111:         snprintf(line, sizeof(line), ""%sStatus:%s %s%s%s   %sHunger:%s %s   %sThirst:%s %s"",
  2112:           C, R, Y, status_text, R,
  2113:           C, R, score_cond_label(GET_COND(ch, HUNGER)),
  2114:           C, R, score_cond_label(GET_COND(ch, THIRST)));"
"src\act.informative.c","2116","parse_bounty_amount","snprintf","%sStatus:%s Sitting on %s   %sHunger:%s %s   %sThirst:%s %s","False","False","False","READ_OR_UNKNOWN","  2116:         snprintf(line, sizeof(line), ""%sStatus:%s Sitting on %s   %sHunger:%s %s   %sThirst:%s %s"",
  2117:           C, R, status_text,
  2118:           C, R, score_cond_label(GET_COND(ch, HUNGER)),
  2119:           C, R, score_cond_label(GET_COND(ch, THIRST)));"
"src\act.informative.c","2121","parse_bounty_amount","snprintf","%sStatus:%s %s   %sHunger:%s %s   %sThirst:%s %s","False","False","False","READ_OR_UNKNOWN","  2121:         snprintf(line, sizeof(line), ""%sStatus:%s %s   %sHunger:%s %s   %sThirst:%s %s"",
  2122:           C, R, status_text,
  2123:           C, R, score_cond_label(GET_COND(ch, HUNGER)),
  2124:           C, R, score_cond_label(GET_COND(ch, THIRST)));"
"src\act.informative.c","2127","parse_bounty_amount","snprintf","%sStatus:%s %sFighting %s%s","False","False","False","READ_OR_UNKNOWN","  2127:         snprintf(line, sizeof(line), ""%sStatus:%s %sFighting %s%s"", C, R, RED, status_text, R);
  2128:       else if (GET_POS(ch) == POS_DEAD || GET_POS(ch) == POS_MORTALLYW || GET_POS(ch) == POS_INCAP)
  2129:         snprintf(line, sizeof(line), ""%sStatus:%s %s%s%s"", C, R, RED, status_text, R);
  2130:       else if (GET_POS(ch) == POS_STUNNED)"
"src\act.informative.c","2129","parse_bounty_amount","snprintf","%sStatus:%s %s%s%s","False","False","False","READ_OR_UNKNOWN","  2129:         snprintf(line, sizeof(line), ""%sStatus:%s %s%s%s"", C, R, RED, status_text, R);
  2130:       else if (GET_POS(ch) == POS_STUNNED)
  2131:         snprintf(line, sizeof(line), ""%sStatus:%s %s%s%s"", C, R, Y, status_text, R);
  2132:       else if (GET_POS(ch) == POS_SITTING && SITTING(ch))"
"src\act.informative.c","2131","parse_bounty_amount","snprintf","%sStatus:%s %s%s%s","False","False","False","READ_OR_UNKNOWN","  2131:         snprintf(line, sizeof(line), ""%sStatus:%s %s%s%s"", C, R, Y, status_text, R);
  2132:       else if (GET_POS(ch) == POS_SITTING && SITTING(ch))
  2133:         snprintf(line, sizeof(line), ""%sStatus:%s Sitting on %s"", C, R, status_text);
  2134:       else"
"src\act.informative.c","2133","parse_bounty_amount","snprintf","%sStatus:%s Sitting on %s","False","False","False","READ_OR_UNKNOWN","  2133:         snprintf(line, sizeof(line), ""%sStatus:%s Sitting on %s"", C, R, status_text);
  2134:       else
  2135:         snprintf(line, sizeof(line), ""%sStatus:%s %s"", C, R, status_text);
  2136:     }"
"src\act.informative.c","2135","parse_bounty_amount","snprintf","%sStatus:%s %s","False","False","False","READ_OR_UNKNOWN","  2135:         snprintf(line, sizeof(line), ""%sStatus:%s %s"", C, R, status_text);
  2136:     }
  2137:   }
  2138:   len = append_box_line(buf, len, sizeof(buf), B, R, line, W);"
"src\act.informative.c","2142","parse_bounty_amount","snprintf","%sYou are intoxicated.%s","False","False","False","READ_OR_UNKNOWN","  2142:     snprintf(line, sizeof(line), ""%sYou are intoxicated.%s"", Y, R);
  2143:     len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2144:   }
  2145:   if (GET_COND(ch, HUNGER) == 0) {"
"src\act.informative.c","2146","parse_bounty_amount","snprintf","%sYou are hungry.%s","False","False","False","READ_OR_UNKNOWN","  2146:     snprintf(line, sizeof(line), ""%sYou are hungry.%s"", RED, R);
  2147:     len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2148:   }
  2149:   if (GET_COND(ch, THIRST) == 0) {"
"src\act.informative.c","2150","parse_bounty_amount","snprintf","%sYou are thirsty.%s","False","False","False","READ_OR_UNKNOWN","  2150:     snprintf(line, sizeof(line), ""%sYou are thirsty.%s"", RED, R);
  2151:     len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2152:   }
  2153: "
"src\act.informative.c","2156","parse_bounty_amount","snprintf","%sYou are summonable by other players.%s","False","False","False","READ_OR_UNKNOWN","  2156:     snprintf(line, sizeof(line), ""%sYou are summonable by other players.%s"", Y, R);
  2157:     len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2158:   }
  2159: "
"src\act.informative.c","2162","parse_bounty_amount","snprintf","%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n","False","True","True","READ_OR_UNKNOWN","  2162:     len += snprintf(buf + len, sizeof(buf) - len,
  2163:       ""%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n"", B, R);
  2164: 
  2165:     if (POOFIN(ch))"
"src\act.informative.c","2166","parse_bounty_amount","snprintf","%sPOOFIN:%s %s %s","False","False","False","READ_OR_UNKNOWN","  2166:       snprintf(line, sizeof(line), ""%sPOOFIN:%s %s %s"",
  2167:         Y, R, GET_NAME(ch), POOFIN(ch));
  2168:     else
  2169:       snprintf(line, sizeof(line), ""%sPOOFIN:%s %s appears with an ear-splitting bang."","
"src\act.informative.c","2169","parse_bounty_amount","snprintf","%sPOOFIN:%s %s appears with an ear-splitting bang.","False","False","False","READ_OR_UNKNOWN","  2169:       snprintf(line, sizeof(line), ""%sPOOFIN:%s %s appears with an ear-splitting bang."",
  2170:         Y, R, GET_NAME(ch));
  2171:     len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2172: "
"src\act.informative.c","2174","parse_bounty_amount","snprintf","%sPOOFOUT:%s %s %s","False","False","False","READ_OR_UNKNOWN","  2174:       snprintf(line, sizeof(line), ""%sPOOFOUT:%s %s %s"",
  2175:         Y, R, GET_NAME(ch), POOFOUT(ch));
  2176:     else
  2177:       snprintf(line, sizeof(line), ""%sPOOFOUT:%s %s disappears in a puff of smoke."","
"src\act.informative.c","2177","parse_bounty_amount","snprintf","%sPOOFOUT:%s %s disappears in a puff of smoke.","False","False","False","READ_OR_UNKNOWN","  2177:       snprintf(line, sizeof(line), ""%sPOOFOUT:%s %s disappears in a puff of smoke."",
  2178:         Y, R, GET_NAME(ch));
  2179:     len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2180: "
"src\act.informative.c","2181","parse_bounty_amount","snprintf","%sYour current zone:%s %d","False","False","False","READ_OR_UNKNOWN","  2181:     snprintf(line, sizeof(line), ""%sYour current zone:%s %d"",
  2182:       C, R, GET_OLC_ZONE(ch));
  2183:     len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2184:   }"
"src\act.informative.c","2187","parse_bounty_amount","snprintf","%s╚═══════════════════════════════════════════════════════════════════════════════╝%s\r\n","False","True","True","READ_OR_UNKNOWN","  2187:   len += snprintf(buf + len, sizeof(buf) - len,
  2188:     ""%s╚═══════════════════════════════════════════════════════════════════════════════╝%s\r\n"", B, R);
  2189: 
  2190:   /* Ensure null termination */"
"src\act.informative.c","2194","parse_bounty_amount","send_to_char","%s","False","False","False","READ_OR_UNKNOWN","  2194:   send_to_char(ch, ""%s"", buf);
  2195: }
  2196: 
  2197: ACMD(do_finger)"
"src\act.informative.c","2220","parse_bounty_amount","send_to_char","There is no such player.\r\n","False","True","True","READ_OR_UNKNOWN","  2220:     send_to_char(ch, ""There is no such player.\r\n"");
  2221:     return;
  2222:   }
  2223: "
"src\act.informative.c","2225","parse_bounty_amount","send_to_char","You can only finger player characters.\r\n","False","True","True","READ_OR_UNKNOWN","  2225:     send_to_char(ch, ""You can only finger player characters.\r\n"");
  2226:     if (from_file)
  2227:       free_char(vict);
  2228:     return;"
"src\act.informative.c","2242","parse_bounty_amount","snprintf","\r\n%s╔═══════════════════════════════════════════════════════════════════════════════╗%s\r\n","False","True","True","READ_OR_UNKNOWN","  2242:   len += snprintf(buf + len, sizeof(buf) - len,
  2243:     ""\r\n%s╔═══════════════════════════════════════════════════════════════════════════════╗%s\r\n"", B, R);
  2244: 
  2245:   snprintf(line, sizeof(line), ""%sCHARACTER FINGER%s"", Y, R);"
"src\act.informative.c","2245","parse_bounty_amount","snprintf","%sCHARACTER FINGER%s","False","False","False","READ_OR_UNKNOWN","  2245:   snprintf(line, sizeof(line), ""%sCHARACTER FINGER%s"", Y, R);
  2246:   len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2247: 
  2248:   len += snprintf(buf + len, sizeof(buf) - len,"
"src\act.informative.c","2248","parse_bounty_amount","snprintf","%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n","False","True","True","READ_OR_UNKNOWN","  2248:   len += snprintf(buf + len, sizeof(buf) - len,
  2249:     ""%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n"", B, R);
  2250: 
  2251:   snprintf(line, sizeof(line), ""%sName:%s %-20s  %sRace:%s %-20s"", C, R, GET_NAME(vict), C, R, race);"
"src\act.informative.c","2251","parse_bounty_amount","snprintf","%sName:%s %-20s  %sRace:%s %-20s","True","False","False","READ_OR_UNKNOWN","  2251:   snprintf(line, sizeof(line), ""%sName:%s %-20s  %sRace:%s %-20s"", C, R, GET_NAME(vict), C, R, race);
  2252:   len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2253: 
  2254:   snprintf(line, sizeof(line), ""%sClass:%s %-19s  %sLevel:%s %-5d"", C, R,"
"src\act.informative.c","2254","parse_bounty_amount","snprintf","%sClass:%s %-19s  %sLevel:%s %-5d","True","False","False","READ_OR_UNKNOWN","  2254:   snprintf(line, sizeof(line), ""%sClass:%s %-19s  %sLevel:%s %-5d"", C, R,
  2255:            classtrack_display_class_name(vict), C, R, GET_LEVEL(vict));
  2256:   len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2257: "
"src\act.informative.c","2258","parse_bounty_amount","snprintf","%sClan:%s %s  %sBounty:%s %s%s%s","False","False","False","READ_OR_UNKNOWN","  2258:   snprintf(line, sizeof(line), ""%sClan:%s %s  %sBounty:%s %s%s%s"", C, R, clan_buf, C, R, bounty_color, bounty_buf, R);
  2259:   len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2260: 
  2261:   len += snprintf(buf + len, sizeof(buf) - len,"
"src\act.informative.c","2261","parse_bounty_amount","snprintf","%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n","False","True","True","READ_OR_UNKNOWN","  2261:   len += snprintf(buf + len, sizeof(buf) - len,
  2262:     ""%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n"", B, R);
  2263: 
  2264:   const char *desc = (vict->player.description && *vict->player.description) ? vict->player.description : ""None."";"
"src\act.informative.c","2265","parse_bounty_amount","snprintf","%sDescription:%s %s","True","False","False","READ_OR_UNKNOWN","  2265:   snprintf(line, sizeof(line), ""%sDescription:%s %s"", C, R, desc);
  2266:   len = append_wrapped_box_text(buf, len, sizeof(buf), B, R, line, W);
  2267: 
  2268:   len += snprintf(buf + len, sizeof(buf) - len,"
"src\act.informative.c","2268","parse_bounty_amount","snprintf","%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n","False","True","True","READ_OR_UNKNOWN","  2268:   len += snprintf(buf + len, sizeof(buf) - len,
  2269:     ""%s╠═══════════════════════════════════════════════════════════════════════════════╣%s\r\n"", B, R);
  2270: 
  2271:   snprintf(line, sizeof(line), ""%sWeight:%s %d   %sHeight:%s %d"", C, R, GET_WEIGHT(vict), C, R, GET_HEIGHT(vict));"
"src\act.informative.c","2271","parse_bounty_amount","snprintf","%sWeight:%s %d   %sHeight:%s %d","False","False","False","READ_OR_UNKNOWN","  2271:   snprintf(line, sizeof(line), ""%sWeight:%s %d   %sHeight:%s %d"", C, R, GET_WEIGHT(vict), C, R, GET_HEIGHT(vict));
  2272:   len = append_box_line(buf, len, sizeof(buf), B, R, line, W);
  2273: 
  2274:   len += snprintf(buf + len, sizeof(buf) - len,"
"src\act.informative.c","2274","parse_bounty_amount","snprintf","%s╚═══════════════════════════════════════════════════════════════════════════════╝%s\r\n","False","True","True","READ_OR_UNKNOWN","  2274:   len += snprintf(buf + len, sizeof(buf) - len,
  2275:     ""%s╚═══════════════════════════════════════════════════════════════════════════════╝%s\r\n"", B, R);
  2276: 
  2277:   send_to_char(ch, ""%s"", buf);"
"src\act.informative.c","2277","parse_bounty_amount","send_to_char","%s","False","False","False","READ_OR_UNKNOWN","  2277:   send_to_char(ch, ""%s"", buf);
  2278: 
  2279:   if (from_file)
  2280:     free_char(vict);"
"src\act.informative.c","2299","parse_bounty_amount","send_to_char","Usage: bounty <player> <amount>\r\n","False","True","True","READ_OR_UNKNOWN","  2299:     send_to_char(ch, ""Usage: bounty <player> <amount>\r\n"");
  2300:     return;
  2301:   }
  2302: "
"src\act.informative.c","2306","parse_bounty_amount","send_to_char","Invalid bounty amount. Use numbers or amounts like 10g.\r\n","True","True","True","READ_OR_UNKNOWN","  2306:     send_to_char(ch, ""Invalid bounty amount. Use numbers or amounts like 10g.\r\n"");
  2307:     return;
  2308:   }
  2309: "
"src\act.informative.c","2311","parse_bounty_amount","send_to_char","There is no such player.\r\n","False","True","True","READ_OR_UNKNOWN","  2311:     send_to_char(ch, ""There is no such player.\r\n"");
  2312:     return;
  2313:   }
  2314: "
"src\act.informative.c","2316","parse_bounty_amount","send_to_char","You can only place bounties on players.\r\n","False","True","True","READ_OR_UNKNOWN","  2316:     send_to_char(ch, ""You can only place bounties on players.\r\n"");
  2317:     if (from_file)
  2318:       free_char(vict);
  2319:     return;"
"src\act.informative.c","2323","parse_bounty_amount","send_to_char","You cannot place a bounty on an immortal.\r\n","False","True","True","READ_OR_UNKNOWN","  2323:     send_to_char(ch, ""You cannot place a bounty on an immortal.\r\n"");
  2324:     if (from_file)
  2325:       free_char(vict);
  2326:     return;"
"src\act.informative.c","2330","parse_bounty_amount","send_to_char","You cannot afford that bounty.\r\n","False","True","True","READ_OR_UNKNOWN","  2330:     send_to_char(ch, ""You cannot afford that bounty.\r\n"");
  2331:     if (from_file)
  2332:       free_char(vict);
  2333:     return;"
"src\act.informative.c","2337","parse_bounty_amount","send_to_char","That bounty would overflow the coffers.\r\n","False","True","True","READ_OR_UNKNOWN","  2337:     send_to_char(ch, ""That bounty would overflow the coffers.\r\n"");
  2338:     if (from_file)
  2339:       free_char(vict);
  2340:     return;"
